filename	objects
80227_submitter_file3__IMG01344medowbrookpurpletriangleline.jpg	['screen, CRT screen', 'television, television system', 'cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM', 'home theater, home theatre', 'monitor']
79949_submitter_file2__20161020190733.jpg	['worm fence, snake fence, snake-rail fence, Virginia fence', 'boathouse', 'bell cote, bell cot', 'church, church building', 'barn']
81140_submitter_file5__ufocloseupCopie.jpg	['nematode, nematode worm, roundworm']
84664_submitter_file2__IMG0923.JPG	['obelisk', 'megalith, megalithic structure', 'castle', 'geyser', 'church, church building']
83795_submitter_file1__rainbow.jpg	['police van, police wagon, paddy wagon, patrol wagon, wagon, black Maria', 'recreational vehicle, RV, R.V.', 'minibus', 'mobile home, manufactured home', 'minivan']
80281_submitter_file1__IMG0136diskandpurpleobject.jpg	['binder, ring-binder', 'screen, CRT screen', 'cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM', 'envelope', 'monitor']
81843_submitter_file3__DSC06542.JPG	['obelisk', 'stupa, tope', 'geyser', 'balloon', 'lakeside, lakeshore']
81050_submitter_file3__20161023112108.jpg	['lampshade, lamp shade', 'window shade', 'matchstick', 'vault', 'coil, spiral, volute, whorl, helix']
80458_submitter_file2__UFO2downtownhouston20161110120155293.jpeg	['lifeboat', 'aircraft carrier, carrier, flattop, attack aircraft carrier', 'airliner', 'container ship, containership, container vessel', 'submarine, pigboat, sub, U-boat']
83460_submitter_file1__DSC0593.JPG	['parachute, chute', 'balloon', 'airship, dirigible']
84592_submitter_file3__20170219143453.jpg	['motor scooter, scooter', 'car wheel', 'grille, radiator grille', 'convertible', 'minivan']
83349_submitter_file8__8.TriangleUFOEnlargedAndEnhanced.jpg	['dugong, Dugong dugon', 'hammerhead, hammerhead shark', 'great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias', 'nematode, nematode worm, roundworm', 'jellyfish']
91178_submitter_file1__20171006184101.jpg	['ping-pong ball', 'lampshade, lamp shade', 'table lamp', 'spotlight, spot']
90104_submitter_file3__DSC00023copy.jpg	['parachute, chute', 'hammerhead, hammerhead shark', 'great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias', 'airship, dirigible', 'kite']
81458_submitter_file2__IMG0782.JPG	['water tower', 'boathouse', 'church, church building', 'beacon, lighthouse, beacon light, pharos', 'barn']
83930_submitter_file4__4.BlackObjectEmergingFromTheCloudsEnlargement3.jpg	['parachute, chute', 'airship, dirigible']
86150_submitter_file2__IMG5047.JPG	['parachute, chute', 'pole', 'geyser', 'airship, dirigible', 'flagpole, flagstaff']
79003_submitter_file2__IMG0712.JPG	['water tower', 'flagpole, flagstaff', 'mobile home, manufactured home', 'church, church building', 'barn']
88541_submitter_file2__20171202210833.jpg	['television, television system', 'traffic light, traffic signal, stoplight', 'spotlight, spot']
75300_submitter_file2__20160318194025.jpg	['parachute, chute', 'volcano', 'space shuttle', 'flagpole, flagstaff', 'beacon, lighthouse, beacon light, pharos']
87177_submitter_file1__IMG20170821101645.jpg	['flagpole, flagstaff', 'lakeside, lakeshore', 'church, church building', 'picket fence, paling', 'barn']
90564_submitter_file5__IMG3327.jpg	['house finch, linnet, Carpodacus mexicanus', 'vulture', 'kite', 'white stork, Ciconia ciconia', 'bald eagle, American eagle, Haliaeetus leucocephalus']
80464_submitter_file7__LeicaFall210620160917022.JPG	['space shuttle', 'projectile, missile', 'missile']
83933_submitter_file1__1.AlienCraftNearPassengerPlanePhotograph1Original.JPG	['space shuttle', 'warplane, military plane', 'projectile, missile', 'flagpole, flagstaff', 'missile']
83534_submitter_file1__1.LongUFORotatingCounterclockwisePhotograph1Original.JPG	['parachute, chute', 'geyser']
90346_submitter_file1__95D999F43DFA49B0871FC049FB33E182.png	['promontory, headland, head, foreland', 'seashore, coast, seacoast, sea-coast', 'lakeside, lakeshore']
89956_submitter_file6__20180131054343.jpg	["jack-o'-lantern", 'traffic light, traffic signal, stoplight', 'digital clock', 'nematode, nematode worm, roundworm', 'spotlight, spot']
86170_submitter_file2__IMG01042.jpg	['vulture', 'kite', 'bald eagle, American eagle, Haliaeetus leucocephalus']
89819_submitter_file1__1318triangle.jpg	['missile', 'traffic light, traffic signal, stoplight', 'torch', 'candle, taper, wax light', 'spotlight, spot']
85647_submitter_file4__61391.jpg	["jack-o'-lantern", 'jellyfish', 'nematode, nematode worm, roundworm', 'matchstick', 'digital clock']
84246_submitter_file1__IMG4289.JPG	['ski', 'car mirror', 'alp']
83489_submitter_file2__IMG5734.JPG	['sarong', 'poncho', 'sunglasses, dark glasses, shades', 'sunglass', 'alp']
81408_submitter_file2__IMG7902.JPG	['grey fox, gray fox, Urocyon cinereoargenteus', 'platypus, duckbill, duckbilled platypus, duck-billed platypus, Ornithorhynchus anatinus', 'nematode, nematode worm, roundworm', 'indri, indris, Indri indri, Indri brevicaudatus', 'badger']
84245_submitter_file1__IMG0397.JPG	['obelisk', 'pole', 'bell cote, bell cot', 'birdhouse', 'beacon, lighthouse, beacon light, pharos']
85982_submitter_file2__DSCN5108.jpg	['pole', 'reel', 'flagpole, flagstaff']
84376_submitter_file3__IMG1579.JPG	['hay', 'barn', 'golf ball', 'harvester, reaper', 'plow, plough']
80180_submitter_file3__3.jpg	['dam, dike, dyke', 'boathouse', 'dock, dockage, docking facility', 'breakwater, groin, groyne, mole, bulwark, seawall, jetty', 'lakeside, lakeshore']
90882_submitter_file1__Screenshot201803191534291.png	['binder, ring-binder', "carpenter's kit, tool kit", 'ballpoint, ballpoint pen, ballpen, Biro', 'screwdriver', 'digital clock']
81309_submitter_file2__IMG1455.JPG	['parachute, chute', 'lacewing, lacewing fly', 'hook, claw', 'crane', 'cockroach, roach']
85982_submitter_file6__DSCN5112.jpg	['hay', 'radio telescope, radio reflector', 'barn', 'rapeseed', 'sandbar, sand bar']
86947_submitter_file2__IMG20170910163529.png	['abaya', 'bolo tie, bolo, bola tie, bola', 'nematode, nematode worm, roundworm', 'mask', 'electric ray, crampfish, numbfish, torpedo']
79395_submitter_file2__CAM01039.jpg	['traffic light, traffic signal, stoplight', 'flagpole, flagstaff', 'lakeside, lakeshore', 'pole', 'car mirror']
88197_submitter_file2__PurplelightoverFoodBazaarBEFOREHomeDepot.jpg	['cinema, movie theater, movie theatre, movie house, picture palace', 'cab, hack, taxi, taxicab', 'scoreboard', 'traffic light, traffic signal, stoplight', 'stage']
80002_submitter_file3__IMG6721.JPG	['tow truck, tow car, wrecker', 'pickup, pickup truck', 'trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi', 'racer, race car, racing car', 'minivan']
82871_submitter_file4__20170328183528.jpg	['parachute, chute', 'vulture', 'kite', 'white stork, Ciconia ciconia', 'bald eagle, American eagle, Haliaeetus leucocephalus']
81523_submitter_file1__IMG201701031514121484354895285.jpg	['parachute, chute', 'warplane, military plane', 'albatross, mollymawk', 'kite', 'wing']
86832_submitter_file4__P1100302.JPG	['bell cote, bell cot', 'geyser', 'fountain', 'fireboat', 'monastery']
90090_submitter_file1__IMG0432.jpg	['cinema, movie theater, movie theatre, movie house, picture palace', 'traffic light, traffic signal, stoplight', 'scoreboard', 'crane', 'street sign']
88816_submitter_file1__A12D1C25482D4E2BB9B6FB46B4B25A87.jpeg	['volcano', 'cliff, drop, drop-off', 'valley, vale', 'alp', 'promontory, headland, head, foreland']
79486_submitter_file2__IMG20160925173945.jpg	['space shuttle', 'projectile, missile', 'warplane, military plane', 'airliner', 'wing']
86242_submitter_file4__IMG20160723222856.jpg	["jack-o'-lantern", 'digital clock', 'matchstick', 'nematode, nematode worm, roundworm', 'jellyfish']
86201_submitter_file5__IMG1262.JPG	['parachute, chute', 'balloon', 'jellyfish', 'traffic light, traffic signal, stoplight', 'spotlight, spot']
83146_submitter_file3__3.TwoOrangeAndYellowUFOOrbsEnlargedMarked.jpg	['parachute, chute', 'volcano', 'balloon', 'bubble', 'pole']
85941_submitter_file7__IMG0349.JPG	['vault', 'viaduct', 'pier', 'seat belt, seatbelt', 'steel arch bridge']
87284_submitter_file3__20171009154019Burst01.jpg	['obelisk', 'castle', 'geyser', 'fountain', 'church, church building']
79763_submitter_file2__IMG1349.JPG	['crate', 'crane', 'bell cote, bell cot', 'solar dish, solar collector, solar furnace', 'tile roof']
86550_submitter_file3__163.jpg	["jack-o'-lantern", 'pool table, billiard table, snooker table', 'matchstick', 'nematode, nematode worm, roundworm', 'jellyfish']
79250_submitter_file1__20160914181037.jpg	[]
83090_submitter_file1__IMG1185.JPG	['laptop, laptop computer', 'file, file cabinet, filing cabinet', 'nematode, nematode worm, roundworm', 'notebook, notebook computer', 'screw']
84483_submitter_file2__201706172.JPG	['guenon, guenon monkey', 'squirrel monkey, Saimiri sciureus', 'macaque', 'spider monkey, Ateles geoffroyi', 'titi, titi monkey']
90527_submitter_file4__10291116430002.jpg	['stingray', 'common newt, Triturus vulgaris', 'nematode, nematode worm, roundworm', 'holster', 'eel']
82278_submitter_file5__IMG2011.JPG	['laptop, laptop computer', 'purse', 'wallet, billfold, notecase, pocketbook', 'nematode, nematode worm, roundworm', 'jellyfish']
88970_submitter_file3__Screenshot20171220031635.png	['nematode, nematode worm, roundworm']
85250_submitter_file1__20228716102137963150878242829418892481907483n.jpg	['pickup, pickup truck', 'thresher, thrasher, threshing machine']
90462_submitter_file2__2699618110215506096715494330740942n.jpg	['hay', 'sandbar, sand bar', 'valley, vale', 'rapeseed', 'lakeside, lakeshore']
90852_submitter_file1__20180318065726.jpg	['wing']
79408_submitter_file3__20160926044408.jpg	['pool table, billiard table, snooker table', 'nematode, nematode worm, roundworm', 'teapot', 'jellyfish', 'maraca']
89368_submitter_file3__IMG20161010184642.jpg	['volcano', 'hay', 'wing', 'alp', 'rapeseed']
72952_submitter_file3__IMG3961.JPG	["jack-o'-lantern", 'digital clock', 'matchstick', 'nematode, nematode worm, roundworm', 'spotlight, spot']
86802_submitter_file2__0712.jpg	['vine snake', 'jellyfish', 'nematode, nematode worm, roundworm', 'matchstick', 'digital clock']
90852_submitter_file2__20180318065716.jpg	['toilet seat', 'iron, smoothing iron', 'geyser', 'fountain', 'candle, taper, wax light']
87185_submitter_file1__DSC0058.JPG	['promontory, headland, head, foreland', 'dock, dockage, docking facility', 'seashore, coast, seacoast, sea-coast', 'alp', 'lakeside, lakeshore']
84960_submitter_file1__IMG2750.JPG	['cliff, drop, drop-off', 'valley, vale', 'alp']
81580_submitter_file7__image.png	['nematode, nematode worm, roundworm', 'planetarium', 'bubble', 'car mirror', 'spotlight, spot']
83133_submitter_file2__20170408161618.jpg	['obelisk', 'geyser', 'fountain']
87177_submitter_file5__PHOTO20170504143706.jpg	['worm fence, snake fence, snake-rail fence, Virginia fence', 'megalith, megalithic structure', 'stone wall']
87508_submitter_file1__15055852101547859560671396835700618442792321n.jpg	['parachute, chute', 'pole', 'balloon', 'solar dish, solar collector, solar furnace', 'flagpole, flagstaff']
79379_submitter_file3__PART1473061031927IMG201609042128241.jpg	['lacewing, lacewing fly', 'bee eater', 'kite', 'goldfinch, Carduelis carduelis', 'hummingbird']
79601_submitter_file1__0909161654a.jpg	['cliff, drop, drop-off', 'valley, vale', 'alp']
90271_submitter_file2__IMG20180131162310.jpg	['garbage truck, dustcart', 'jeep, landrover', 'trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi', 'minibus', 'recreational vehicle, RV, R.V.']
81150_submitter_file4__20161011185003.jpg	['pole', 'flagpole, flagstaff', 'traffic light, traffic signal, stoplight', 'suspension bridge']
87183_submitter_file2__DSC0164cropped.JPG	['flagpole, flagstaff', 'hay', 'boathouse', 'rapeseed', 'promontory, headland, head, foreland']
83534_submitter_file7__7.LongUFORotatingCounterclockwisePhotograph3ContrastAdjust.jpg	['parachute, chute', 'warplane, military plane', 'geyser', 'airship, dirigible', 'missile']
81580_submitter_file4__image.png	['planetarium', 'television, television system', 'dugong, Dugong dugon', 'bubble', 'car mirror']
82564_submitter_file2__2.jpg	['airship, dirigible']
87607_submitter_file3__ycelerdin2Kopya.jpg	['space shuttle', 'airliner', 'dugong, Dugong dugon', 'projectile, missile', 'spotlight, spot']
85091_submitter_file1__IMG4523.JPG	["jack-o'-lantern", 'traffic light, traffic signal, stoplight', 'matchstick', 'torch', 'spotlight, spot']
91012_submitter_file1__224754C05F924331A27001929630E197.jpeg	['valley, vale', 'alp']
87310_submitter_file2__dennisuap1.jpg	['sunglasses, dark glasses, shades', 'sunglass']
82099_submitter_file1__IMG0079.JPG	['carton', 'coffee mug', 'envelope', 'soup bowl', 'cup']
80733_submitter_file6__20161129185022.jpg	['binder, ring-binder', 'television, television system', 'window screen', 'caldron, cauldron', 'loudspeaker, speaker, speaker unit, loudspeaker system, speaker system']
88542_submitter_file4__1stShotEnhanced.jpg	['volcano', 'beacon, lighthouse, beacon light, pharos', 'drilling platform, offshore rig', 'seashore, coast, seacoast, sea-coast', 'lakeside, lakeshore']
81994_submitter_file4__UFOOriginalphotozoom3.png	['laptop, laptop computer', 'doormat, welcome mat', 'nematode, nematode worm, roundworm', 'golf ball', 'tennis ball']
80585_submitter_file3__WSDOTWallaWallaCameraSWUFO1118161138.jpg	['parachute, chute', 'radio telescope, radio reflector', 'balloon', 'airship, dirigible', 'wing']
87866_submitter_file3__F435FFCAE2D04CC0951C875E2BC93969.png	['parachute, chute', 'missile', 'ski', 'airship, dirigible', 'wing']
89794_submitter_file2__8A2BEECC88DF4BFBA7CBA089A36BA567.jpeg	['cassette', 'washer, automatic washer, washing machine', 'web site, website, internet site, site', 'analog clock', 'spotlight, spot']
80412_submitter_file5__DSC05979.JPG	['ping-pong ball', 'traffic light, traffic signal, stoplight', 'nematode, nematode worm, roundworm', 'golf ball', 'loudspeaker, speaker, speaker unit, loudspeaker system, speaker system']
80449_submitter_file2__IMG0828.JPG	['parachute, chute', 'vulture', 'kite', 'white stork, Ciconia ciconia']
85852_submitter_file1__PhotoOne.JPG	['volcano', 'red fox, Vulpes vulpes', 'weasel', 'llama', 'collie']
90560_submitter_file1__image1.JPG	['volcano', 'dock, dockage, docking facility', 'seashore, coast, seacoast, sea-coast']
82744_submitter_file2__20170320181940.jpg	['spotlight, spot']
79817_submitter_file1__20161012073644.jpg	['pole', 'traffic light, traffic signal, stoplight']
83750_submitter_file5__IMG1953.PNG	['laptop, laptop computer', 'wallet, billfold, notecase, pocketbook', 'typewriter keyboard', 'nematode, nematode worm, roundworm', 'jellyfish']
84714_submitter_file2__0629171758a.jpg	['pickup, pickup truck', 'limousine, limo', 'cinema, movie theater, movie theatre, movie house, picture palace', 'trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi', 'minivan']
91154_submitter_file6__IMG2055.PNG	['hook, claw', 'envelope', 'crane', 'scabbard', 'missile']
85135_submitter_file4__4.jpg	['nematode, nematode worm, roundworm', 'television, television system', 'paper towel', 'gar, garfish, garpike, billfish, Lepisosteus osseus', 'tiger shark, Galeocerdo cuvieri']
81582_submitter_file9__image.png	['planetarium', 'dugong, Dugong dugon', 'bubble', 'dome', 'car mirror']
81551_submitter_file5__IMG201701151326122.jpg	['park bench', 'barn', 'picket fence, paling', 'lakeside, lakeshore']
80697_submitter_file1__DSC0019.JPG	['geyser', 'lakeside, lakeshore', 'fountain', 'torch', 'spotlight, spot']
88287_submitter_file2__20171118150504.jpg	['obelisk', 'balloon', 'beacon, lighthouse, beacon light, pharos', 'rapeseed', 'lakeside, lakeshore']
83234_submitter_file1__IMG3092.JPG	['breakwater, groin, groyne, mole, bulwark, seawall, jetty', 'monitor', 'seashore, coast, seacoast, sea-coast', 'airship, dirigible', 'lakeside, lakeshore']
84043_submitter_file3__1C.jpg	['parachute, chute', 'balloon', 'bald eagle, American eagle, Haliaeetus leucocephalus', 'bell cote, bell cot', 'spotlight, spot']
83929_submitter_file2__2.UFOGoingVerticallyUpThenVerticallyDownPhotograph2Original.JPG	['parachute, chute', 'warplane, military plane', 'kite', 'airship, dirigible', 'flagpole, flagstaff']
