filename	objects
79322_submitter_file2__Picture2.jpg	['volcano', 'geyser', 'fountain', 'valley, vale', 'alp']
88542_submitter_file2__2ndShot.jpg	['castle', 'submarine, pigboat, sub, U-boat', 'barn', 'seashore, coast, seacoast, sea-coast', 'beacon, lighthouse, beacon light, pharos']
78365_submitter_file3__DSCN1261.JPG	["jack-o'-lantern", 'matchstick', 'nematode, nematode worm, roundworm', 'jellyfish', 'digital clock']
77962_submitter_file2__image.jpeg	['screen, CRT screen', 'microwave, microwave oven', 'oscilloscope, scope, cathode-ray oscilloscope, CRO']
82813_submitter_file6__317SaucerShapeBeforeRectangle.jpg	['laptop, laptop computer', 'notebook, notebook computer', 'nematode, nematode worm, roundworm', 'switch, electric switch, electrical switch', 'wall clock']
70068_submitter_file3__20150902193232.jpg	['dock, dockage, docking facility', 'wreck', 'lakeside, lakeshore', 'seashore, coast, seacoast, sea-coast', 'wing']
79991_submitter_file2__P1020785.JPG	['obelisk', 'balloon', 'lakeside, lakeshore', 'water tower', 'flagpole, flagstaff']
86170_submitter_file8__IMG9934.jpg	['aircraft carrier, carrier, flattop, attack aircraft carrier', 'beacon, lighthouse, beacon light, pharos', 'drilling platform, offshore rig', 'grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus', 'promontory, headland, head, foreland']
80456_submitter_file1__3.JPG	['parachute, chute', 'balloon', 'pool table, billiard table, snooker table', 'bubble', 'jellyfish']
79398_submitter_file2__DSC2264.JPG	['parachute, chute', 'dugong, Dugong dugon', 'airship, dirigible', 'jellyfish', 'great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias']
86375_submitter_file3__IMG3404.JPG	['scoreboard', 'digital clock']
88882_submitter_file1__20171017062830.jpg	['matchstick', 'spotlight, spot']
83930_submitter_file7__7.BlackObjectEmergingFromTheCloudsHighlyEnlarged.jpg	['parachute, chute', 'warplane, military plane', 'geyser', 'airship, dirigible', 'kite']
87094_submitter_file1__20171002220754.png	['traffic light, traffic signal, stoplight', 'warplane, military plane', 'crane', 'pole', 'flagpole, flagstaff']
81582_submitter_file4__image.png	['planetarium', 'television, television system', 'dugong, Dugong dugon', 'bubble', 'car mirror']
80597_submitter_file1__aerialphotoairport.jpg	[]
86190_submitter_file2__eclipse2017296.jpg	['parachute, chute', 'balloon', 'beacon, lighthouse, beacon light, pharos', 'wing', 'airship, dirigible']
90852_submitter_file3__20180318065640.jpg	['geyser', 'fountain', 'candle, taper, wax light']
85941_submitter_file8__IMG0349.JPG	['vault', 'viaduct', 'pier', 'seat belt, seatbelt', 'steel arch bridge']
89722_submitter_file1__PSX20180121183356.jpg	['maraca', 'gong, tam-tam', 'dugong, Dugong dugon', 'whiskey jug']
84198_submitter_file2__IMG201706040428431.jpg	['space shuttle', 'volcano', 'platypus, duckbill, duckbilled platypus, duck-billed platypus, Ornithorhynchus anatinus', 'nematode, nematode worm, roundworm']
83130_submitter_file6__6.RectangularUFOWithStrangeContrailsPhotograph1HighlyEnlarged.jpg	['paper towel', 'poncho', 'velvet', 'switch, electric switch, electrical switch', 'wool, woolen, woollen']
79099_submitter_file1__IMAG0300.jpg	['parachute, chute', 'balloon', 'radio telescope, radio reflector', 'airship, dirigible', 'lakeside, lakeshore']
83135_submitter_file5__20170408161620.jpg	['geyser', 'fountain']
83956_submitter_file2__2.RectangularUFOWithStrangeContrailsCapturedAgainContrastAdjust.jpg	['projectile, missile', 'warplane, military plane', 'airliner', 'wing', 'missile']
83754_submitter_file2__fullsizeoutput21e3.jpeg	['geyser', 'lakeside, lakeshore', 'rapeseed', 'church, church building', 'beacon, lighthouse, beacon light, pharos']
80585_submitter_file6__WSDOTWallaWallaCameraSWUFO1120161323.jpg	['aircraft carrier, carrier, flattop, attack aircraft carrier', 'warplane, military plane', 'airliner', 'car mirror', 'wing']
88137_submitter_file2__nov192017024045PM.JPG	['sandbar, sand bar', 'geyser', 'mountain tent', 'alp', 'lakeside, lakeshore']
72507_submitter_file1__image.jpg	['sandbar, sand bar', 'croquet ball', 'ballplayer, baseball player', 'golf ball', 'lakeside, lakeshore']
83201_submitter_file8__336226452559550777880410456o.jpg	['nail', 'screw', 'nematode, nematode worm, roundworm', 'screwdriver']
80163_submitter_file1__IMG2623.PNG	['planetarium', 'cinema, movie theater, movie theatre, movie house, picture palace', 'steel arch bridge', 'scoreboard', 'lakeside, lakeshore']
87853_submitter_file2__7CC7BCEFA7334FC5980D6E73BE349929.jpeg	['caldron, cauldron', 'vase', 'nematode, nematode worm, roundworm', 'teapot', 'maraca']
81584_submitter_file1__image.png	['dugong, Dugong dugon', 'nematode, nematode worm, roundworm']
89876_submitter_file3__IMG1468.JPG	['cliff, drop, drop-off', 'geyser', 'fountain', 'shower curtain', 'feather boa, boa']
83134_submitter_file6__IMG2144.JPG	['vulture', 'howler monkey, howler', 'spider monkey, Ateles geoffroyi', 'colobus, colobus monkey']
85696_submitter_file1__Aug42017930pmCraft.jpg	['oscilloscope, scope, cathode-ray oscilloscope, CRO', 'joystick', 'modem', 'remote control, remote', 'digital clock']
81426_submitter_file1__Livenoobject.jpg	['platypus, duckbill, duckbilled platypus, duck-billed platypus, Ornithorhynchus anatinus', 'nematode, nematode worm, roundworm', 'gar, garfish, garpike, billfish, Lepisosteus osseus', 'American egret, great white heron, Egretta albus']
85324_submitter_file8__Canon2015AshesOttawaFrenchChiniguchi311.jpg	["jack-o'-lantern", 'digital clock', 'nematode, nematode worm, roundworm', 'matchstick', 'spotlight, spot']
87103_submitter_file2__IMG6235.JPG	["jack-o'-lantern", 'spotlight, spot', 'nematode, nematode worm, roundworm', 'matchstick', 'digital clock']
74844_submitter_file5__image.jpeg	['sandbar, sand bar', 'catamaran', 'breakwater, groin, groyne, mole, bulwark, seawall, jetty', 'seashore, coast, seacoast, sea-coast', 'beacon, lighthouse, beacon light, pharos']
87979_submitter_file3__IMG20170924175426834HDR.jpg	['laptop, laptop computer', 'screen, CRT screen', 'cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM', 'monitor', 'projector']
83759_submitter_file2__DSC01520.JPG	['water tower', 'crane', 'pole', 'airship, dirigible', 'flagpole, flagstaff']
84141_submitter_file5__0528171442a.jpg	['parachute, chute', 'balloon', 'umbrella', 'wing', 'flagpole, flagstaff']
89515_submitter_file2__FBIMG1515644040145.jpg	['pole', 'flagpole, flagstaff']
85858_submitter_file1__UFOlightPattern001.JPG	['envelope']
87268_submitter_file1__IMG6330.JPG	['parachute, chute', 'hammerhead, hammerhead shark', 'great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias', 'tiger shark, Galeocerdo cuvieri', 'jellyfish']
84714_submitter_file3__0629171758.jpg	['limousine, limo', 'trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi', 'cinema, movie theater, movie theatre, movie house, picture palace', 'moving van', 'minivan']
84415_submitter_file6__Esfera1Arturo6.jpg	['parachute, chute', 'kite', 'nematode, nematode worm, roundworm', 'wing', 'jellyfish']
83929_submitter_file1__1.UFOGoingVerticallyUpThenVerticallyDownPhotograph1Original.JPG	['parachute, chute', 'warplane, military plane', 'vulture', 'kite', 'flagpole, flagstaff']
88780_submitter_file2__25400942101549570054969651551453402o.jpg	['sandbar, sand bar', 'pole', 'lakeside, lakeshore', 'seashore, coast, seacoast, sea-coast', 'breakwater, groin, groyne, mole, bulwark, seawall, jetty']
89127_submitter_file3__DSC1424.JPG	['parachute, chute', 'balloon', 'kite', 'airship, dirigible', 'flagpole, flagstaff']
83417_submitter_file1__20170429171013.jpg	['steel arch bridge']
89465_submitter_file7__IMG2426.JPG	['parachute, chute', 'volcano', 'space shuttle', 'geyser', 'wing']
89640_submitter_file2__IMG1761.JPG	['sandbar, sand bar', 'valley, vale', 'seashore, coast, seacoast, sea-coast', 'alp', 'lakeside, lakeshore']
82714_submitter_file5__ScreenShot20170318at11.17.33PM.png	["dragonfly, darning needle, devil's darning needle, sewing needle, snake feeder, snake doctor, mosquito hawk, skeeter hawk", 'damselfly', 'letter opener, paper knife, paperknife', 'great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias', 'quill, quill pen']
77338_submitter_file1__IMG96571579.jpg	['balloon', 'missile', 'airship, dirigible', 'pole', 'radio telescope, radio reflector']
84488_submitter_file4__20170619184930.jpg	['geyser', 'fountain']
84458_submitter_file2__DSC0147croppedtoselection.JPG	['parachute, chute', 'warplane, military plane', 'kite', 'airship, dirigible', 'flagpole, flagstaff']
89623_submitter_file4__IMG6334.JPG	['fountain', 'crane', 'bell cote, bell cot', 'palace', 'flagpole, flagstaff']
86138_submitter_file3__IMG1290.JPG	['obelisk', 'traffic light, traffic signal, stoplight', 'bubble', 'balloon', 'spotlight, spot']
85539_submitter_file1__2017jul050518PM.JPG	['promontory, headland, head, foreland', 'catamaran', 'trimaran', 'seashore, coast, seacoast, sea-coast', 'schooner']
82564_submitter_file1__3.JPG	['flagpole, flagstaff', 'beacon, lighthouse, beacon light, pharos', 'kite', 'white stork, Ciconia ciconia', 'bald eagle, American eagle, Haliaeetus leucocephalus']
80008_submitter_file3__93016TurnerMaine3rdphoto.jpg	['envelope', 'web site, website, internet site, site', 'book jacket, dust cover, dust jacket, dust wrapper']
90560_submitter_file2__IMG0136.JPG	['volcano', 'crane', 'church, church building', 'seashore, coast, seacoast, sea-coast', 'beacon, lighthouse, beacon light, pharos']
81048_submitter_file5__20161023112200.jpg	['cinema, movie theater, movie theatre, movie house, picture palace', 'tile roof']
81084_submitter_file1__strangeobjectufohb7.20.2013.JPG	['crane', 'street sign', 'bell cote, bell cot', 'birdhouse', 'beacon, lighthouse, beacon light, pharos']
90564_submitter_file4__IMG3316.jpg	['magpie', 'vulture', 'kite', 'white stork, Ciconia ciconia', 'bald eagle, American eagle, Haliaeetus leucocephalus']
78206_submitter_file8__20160805023931LC261.jpg	['projectile, missile', 'missile', 'albatross, mollymawk', 'airship, dirigible', 'drilling platform, offshore rig']
85016_submitter_file3__2017jul050517PM2.JPG	['promontory, headland, head, foreland', 'catamaran', 'trimaran', 'seashore, coast, seacoast, sea-coast', 'schooner']
81551_submitter_file1__IMG201701151325411.jpg	['park bench', 'worm fence, snake fence, snake-rail fence, Virginia fence', 'barn', 'church, church building', 'lakeside, lakeshore']
81581_submitter_file4__image.png	['planetarium', 'television, television system', 'dugong, Dugong dugon', 'bubble', 'car mirror']
87634_submitter_file2__IMG9461.jpg	['crane', 'warplane, military plane', 'airliner', 'wing', 'flagpole, flagstaff']
85560_submitter_file5__IMG2353.PNG	['parachute, chute', 'dugong, Dugong dugon', 'nematode, nematode worm, roundworm', 'airship, dirigible', 'spotlight, spot']
90433_submitter_file1__IMG20170821131622.jpg	['parachute, chute', 'traffic light, traffic signal, stoplight', 'balloon', 'airship, dirigible', 'spotlight, spot']
85356_submitter_file3__DSCN3132.JPG	['nematode, nematode worm, roundworm', 'jellyfish']
82398_submitter_file1__201702260952121.jpg	['pole', 'swing', 'traffic light, traffic signal, stoplight', 'bow', 'spotlight, spot']
83355_submitter_file5__5.TranslucentSphereWithThrustersPhotograph1EnhancedEnlarged.jpg	['space shuttle', 'American coot, marsh hen, mud hen, water hen, Fulica americana', 'matchstick', 'torch', 'candle, taper, wax light']
87894_submitter_file2__RainwaterLetter600.jpg	['menu', 'crossword puzzle, crossword']
85016_submitter_file2__2017jul050514PMcropped.JPG	['volcano', 'lakeside, lakeshore', 'cliff, drop, drop-off', 'alp', 'promontory, headland, head, foreland']
83927_submitter_file5__5.LargeRoundObjectNearPassengerPlaneEnlarged3.jpg	['space shuttle', 'warplane, military plane', 'projectile, missile', 'missile']
85767_submitter_file3__3.jpg	['loggerhead, loggerhead turtle, Caretta caretta', 'megalith, megalithic structure']
84991_submitter_file9__redbruiseonleftleg.jpg	['sunscreen, sunblock, sun blocker', 'swimming trunks, bathing trunks', 'knot', 'bikini, two-piece', 'maillot']
89585_submitter_file1__137133481081462861924367889353549n.jpg	['megalith, megalithic structure', 'African elephant, Loxodonta africana', 'bison', 'valley, vale']
82871_submitter_file1__20170328183549.jpg	['parachute, chute', 'vulture', 'kite', 'white stork, Ciconia ciconia', 'flagpole, flagstaff']
83364_submitter_file1__1.ReceiverTypeUFOOriginal.JPG	["jack-o'-lantern", 'traffic light, traffic signal, stoplight', 'spotlight, spot', 'nematode, nematode worm, roundworm', 'digital clock']
79384_submitter_file3__IMG089832.jpg	['parachute, chute', 'space shuttle', 'warplane, military plane', 'wing', 'missile']
83810_submitter_file4__20170513114448.jpg	['traffic light, traffic signal, stoplight', 'wing', 'nematode, nematode worm, roundworm', 'car mirror', 'spotlight, spot']
86245_submitter_file1__20170814104918.jpg	['wing']
82559_submitter_file2__0307171103bHDR.jpg	['bubble', 'great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias', 'fountain', 'grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus', 'coil, spiral, volute, whorl, helix']
78365_submitter_file2__DSCN1260.JPG	['volcano', 'matchstick', 'nematode, nematode worm, roundworm', "jack-o'-lantern", 'jellyfish']
78801_submitter_file1__1472533792703.jpg	['binder, ring-binder', 'parachute, chute', 'missile', 'monitor', 'book jacket, dust cover, dust jacket, dust wrapper']
84141_submitter_file2__0528171441.jpg	['balloon', 'crane', 'flagpole, flagstaff', 'wing', 'spotlight, spot']
83201_submitter_file6__2966054560127331052832377205n.jpg	['traffic light, traffic signal, stoplight', 'digital clock', 'nematode, nematode worm, roundworm', 'candle, taper, wax light', 'spotlight, spot']
79195_submitter_file7__GCHANGEINPOSITION3.JPG	['space shuttle', 'triumphal arch', 'crane', 'trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi', 'pier']
88137_submitter_file4__nov192017023645PM.JPG	['recreational vehicle, RV, R.V.', 'minibus', 'bathtub, bathing tub, bath, tub', 'trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi', 'airship, dirigible']
86113_submitter_file3__IMG9810.JPG	['spotlight, spot', 'geyser', 'fountain', 'flagpole, flagstaff']
79424_submitter_file1__20160925165106.jpg	['traffic light, traffic signal, stoplight', 'fountain', 'suspension bridge']
88996_submitter_file1__20171206190941.jpg	['fountain', 'bubble']
79544_submitter_file6__ufo4.jpg	['puck, hockey puck', 'projectile, missile', 'airship, dirigible', 'missile']
80061_submitter_file3__P1020793.JPG	['flagpole, flagstaff', 'volcano', 'balloon', 'beacon, lighthouse, beacon light, pharos', 'lakeside, lakeshore']
77338_submitter_file3__IMG96601582.jpg	['spotlight, spot', 'missile', 'balloon', 'geyser', 'lakeside, lakeshore']
90271_submitter_file3__IMG20180131162431.jpg	['trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi']
85708_submitter_file1__UFO1.JPG	['sandbar, sand bar', 'valley, vale', 'volcano', 'lakeside, lakeshore']
83013_submitter_file2__Screenshot20170406204505.png	['nematode, nematode worm, roundworm', 'bubble', 'web site, website, internet site, site', 'spotlight, spot']
85413_submitter_file1__IMG0457.JPG	['sea snake', 'nematode, nematode worm, roundworm', 'water snake', 'stethoscope', 'platypus, duckbill, duckbilled platypus, duck-billed platypus, Ornithorhynchus anatinus']
85025_submitter_file5__June11201712am5.jpg	["jack-o'-lantern", 'traffic light, traffic signal, stoplight', 'torch', 'nematode, nematode worm, roundworm', 'spotlight, spot']
88966_submitter_file2__Screenshot20171220181931.jpg	['envelope', 'web site, website, internet site, site']
83933_submitter_file5__5.AlienCraftNearPassengerPlanePhotograph2Enlargement4.jpg	['space shuttle', 'parachute, chute', 'warplane, military plane', 'airliner', 'missile']
86551_submitter_file3__Nibiru2.jpg	['Granny Smith', 'bell pepper', 'dugong, Dugong dugon', 'tick']
89309_submitter_file6__IMG1051.JPG	['pole']
87586_submitter_file2__IMG0122.JPG	['volcano', 'platypus, duckbill, duckbilled platypus, duck-billed platypus, Ornithorhynchus anatinus', 'matchstick', 'leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea', 'seashore, coast, seacoast, sea-coast']
79988_submitter_file3__PA180002nr2.jpg	["loupe, jeweler's loupe", 'chime, bell, gong', 'pole', 'hook, claw', 'car mirror']
89100_submitter_file1__1UFOgreenLights1.jpg	['fire engine, fire truck', 'traffic light, traffic signal, stoplight', 'suspension bridge', 'fountain', 'spotlight, spot']
85054_submitter_file5__20170711161417.jpg	['recreational vehicle, RV, R.V.', 'promontory, headland, head, foreland', 'lakeside, lakeshore', 'seashore, coast, seacoast, sea-coast', 'mobile home, manufactured home']
81490_submitter_file3__received646816685500659.jpeg	['mixing bowl', 'pitcher, ewer', 'teapot', 'wok', 'whiskey jug']
74653_submitter_file3__shieldsufo20160220151653.jpg	['radio telescope, radio reflector', 'crane', 'steel arch bridge']
70150_submitter_file4__DSC0012.JPG	['goose', 'pelican', 'crane', 'vulture', 'kite']
87177_submitter_file3__PHOTO20170504143652.jpg	['megalith, megalithic structure', 'barn', 'church, church building']
81581_submitter_file6__image.png	['planetarium', 'television, television system', 'bubble', 'car mirror', 'spotlight, spot']
86020_submitter_file4__20170814105021.jpg	['wing']
87343_submitter_file1__IMG30371.JPG	['volcano', 'nematode, nematode worm, roundworm']
86702_submitter_file1__2173107510214130469124800841437109667505640n.jpg	['obelisk', 'beacon, lighthouse, beacon light, pharos', 'lakeside, lakeshore', 'rapeseed', 'airship, dirigible']
78820_submitter_file4__wtf.JPG	['promontory, headland, head, foreland', 'sandbar, sand bar', 'breakwater, groin, groyne, mole, bulwark, seawall, jetty', 'seashore, coast, seacoast, sea-coast', 'lakeside, lakeshore']
86190_submitter_file4__eclipse2017298.jpg	['parachute, chute', 'balloon', 'wing', 'airship, dirigible', 'beacon, lighthouse, beacon light, pharos']
87145_submitter_file4__ScreenShot20171005at3.24.42AM.png	['parachute, chute', 'balloon', 'geyser', 'airship, dirigible', 'flagpole, flagstaff']
85852_submitter_file2__PhotoTwo.JPG	['volcano', 'mountain tent', 'projectile, missile', 'wing', 'missile']
87268_submitter_file4__IMG6334.JPG	['parachute, chute', 'volcano', 'balloon', 'drilling platform, offshore rig', 'beacon, lighthouse, beacon light, pharos']
78213_submitter_file1__20160805030044LC40.jpg	['balloon', 'beacon, lighthouse, beacon light, pharos', 'monitor', 'lakeside, lakeshore']
89515_submitter_file3__FBIMG1515644050005.jpg	['lens cap, lens cover', "loupe, jeweler's loupe", 'mailbag, postbag', 'stethoscope', 'CD player']
89445_submitter_file2__DenverObjectView2OriginalSize.jpg	['tank, army tank, armored combat vehicle, armoured combat vehicle', 'patio, terrace', 'restaurant, eating house, eating place, eatery', 'pier', 'lakeside, lakeshore']
83927_submitter_file4__4.LargeRoundObjectNearPassengerPlaneEnlarged2.jpg	['space shuttle', 'warplane, military plane', 'projectile, missile', 'missile']
87448_submitter_file3__IMG1014.JPG	['traffic light, traffic signal, stoplight', 'spotlight, spot', 'pole', 'bow', 'suspension bridge']
80934_submitter_file1__P20161212210753.jpg	['ping-pong ball', 'volcano', 'traffic light, traffic signal, stoplight', 'bubble', 'spotlight, spot']
81361_submitter_file1__20160912211415HDR.jpg	["jack-o'-lantern", 'abaya', 'nematode, nematode worm, roundworm', 'volcano']
79351_submitter_file2__DSC022833.jpg	['parachute, chute', 'kite', 'vulture', 'airship, dirigible', 'great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias']
86187_submitter_file4__0821171317b.jpg	['lighter, light, igniter, ignitor', 'matchstick', 'torch', 'projector', 'spotlight, spot']
83929_submitter_file4__4.UFOGoingVerticallyUpThenVerticallyDownPhotograph4Original.JPG	['parachute, chute', 'warplane, military plane', 'vulture', 'kite', 'flagpole, flagstaff']
84552_submitter_file1__IMG0979.JPG	['cup', 'geyser', 'fountain', 'shower curtain', 'pitcher, ewer']
83463_submitter_file5__IMG15441.PNG	['tank, army tank, armored combat vehicle, armoured combat vehicle', 'missile', 'stage', 'half track', 'sax, saxophone']
86568_submitter_file1__08211710371.jpg	['lampshade, lamp shade', 'matchstick', 'red wine', 'cup', 'spotlight, spot']
90788_submitter_file2__fullsizeoutput47d2.jpeg	['marmot', 'valley, vale', 'bison', 'llama', 'ram, tup']
88535_submitter_file2__UFO1copy.jpg	['missile', 'torch', 'barn', 'church, church building', 'spotlight, spot']
73642_submitter_file3__20160103093645211.jpg	['balloon', 'pool table, billiard table, snooker table', 'baseball', 'airship, dirigible', 'tennis ball']
90541_submitter_file5__IMG3662.JPG	['monastery', 'castle', 'church, church building']
75075_submitter_file3__UFOflapatnighttimecloseupAaAdaraworld2014TorontoCanada.1012693.JPG	[]
86301_submitter_file1__27aug201704h55m49sPM2.JPG	['lakeside, lakeshore', 'breakwater, groin, groyne, mole, bulwark, seawall, jetty', 'seashore, coast, seacoast, sea-coast', 'alp', 'promontory, headland, head, foreland']
88047_submitter_file1__FullSizeRender.jpg	['traffic light, traffic signal, stoplight', 'car mirror', 'wing']
88668_submitter_file1__ufogroup.jpg	['parachute, chute', 'obelisk', 'kite', 'airship, dirigible', 'flagpole, flagstaff']
89559_submitter_file1__Photo22122017.jpg	['obelisk', 'planetarium', 'boathouse', 'park bench', 'flagpole, flagstaff']
87668_submitter_file3__IMG0310.PNG	['parachute, chute', 'volcano', 'geyser', 'flagpole, flagstaff', 'beacon, lighthouse, beacon light, pharos']
80191_submitter_file4__IMG201607172251500542.jpg	['isopod', 'nematode, nematode worm, roundworm', 'platypus, duckbill, duckbilled platypus, duck-billed platypus, Ornithorhynchus anatinus', 'jellyfish']
80557_submitter_file2__IMG3713.JPG	['screen, CRT screen', 'television, television system', 'monitor', 'spotlight, spot']
82231_submitter_file3__Zoomedinthedistance.jpg	['nematode, nematode worm, roundworm', 'traffic light, traffic signal, stoplight', 'jellyfish', "jack-o'-lantern", 'digital clock']
85942_submitter_file1__IMG0330.JPG	['greenhouse, nursery, glasshouse', 'spotlight, spot', 'car mirror', 'solar dish, solar collector, solar furnace', 'suspension bridge']
87369_submitter_file4__0B3816017E774A398B68C10AD974066E.jpeg	['bulletproof vest', 'CD player', 'modem', 'cassette player', 'digital clock']
85764_submitter_file1__20170807211958.jpg	['park bench', 'koala, koala bear, kangaroo bear, native bear, Phascolarctos cinereus', 'parking meter', 'picket fence, paling', 'shopping cart']
83149_submitter_file1__1.DomedSaucer2Enlarged.JPG	['parachute, chute', 'vulture', 'airship, dirigible']
79020_submitter_file2__image.jpeg	['traffic light, traffic signal, stoplight']
84530_submitter_file4__Screenshot20170619210627.png	['screw', 'tick', 'nematode, nematode worm, roundworm', 'switch, electric switch, electrical switch', 'pick, plectrum, plectron']
85061_submitter_file1__Screenshot20170331204331.png	['parachute, chute', 'geyser', 'hammerhead, hammerhead shark', 'dugong, Dugong dugon', 'jellyfish']
85324_submitter_file5__Canon2015AshesOttawaFrenchChiniguchi308.jpg	["jack-o'-lantern", 'traffic light, traffic signal, stoplight', 'digital clock', 'nematode, nematode worm, roundworm', 'spotlight, spot']
70053_submitter_file2__fireball2.jpg	['volcano', 'nematode, nematode worm, roundworm', 'jellyfish']
87878_submitter_file3__Screenshot20171011024919.png	['volcano', 'balloon', 'valley, vale', 'alp', 'promontory, headland, head, foreland']
90564_submitter_file6__IMG3307.jpg	['bald eagle, American eagle, Haliaeetus leucocephalus', 'vulture', 'kite', 'white stork, Ciconia ciconia', 'magpie']
80930_submitter_file1__20160816194926.jpg	['geyser', 'fountain']
84034_submitter_file2__DSC0052.JPG	['hyena, hyaena', 'hartebeest', 'African elephant, Loxodonta africana', 'ostrich, Struthio camelus', 'zebra']
84753_submitter_file1__5910f6f442195Copy.jpg	['geyser', 'breakwater, groin, groyne, mole, bulwark, seawall, jetty']
82179_submitter_file4__IMG0571.JPG	['traffic light, traffic signal, stoplight', 'television, television system', 'cinema, movie theater, movie theatre, movie house, picture palace', 'projector', 'spotlight, spot']
80585_submitter_file2__WSDOTWallaWallaCameraSWUFO1118161053.jpg	['parachute, chute', 'volcano', 'radio telescope, radio reflector', 'airship, dirigible', 'balloon']
83904_submitter_file4__052017NewMexico164aPetroglyphUFO.JPG	['snow leopard, ounce, Panthera uncia', 'horned viper, cerastes, sand viper, horned asp, Cerastes cornutus', 'cheetah, chetah, Acinonyx jubatus', 'sidewinder, horned rattlesnake, Crotalus cerastes', 'leopard, Panthera pardus']
81906_submitter_file5__5.JPG	['obelisk', 'triumphal arch', 'corn', 'ear, spike, capitulum', 'knot']
87043_submitter_file6__UFOsighting.jpg	['television, television system', 'web site, website, internet site, site', 'modem', 'monitor', 'oscilloscope, scope, cathode-ray oscilloscope, CRO']
82834_submitter_file1__ufo.jpg	['parachute, chute', 'vulture', 'kite', 'airship, dirigible', 'flagpole, flagstaff']
70383_submitter_file1__image.jpg	['worm fence, snake fence, snake-rail fence, Virginia fence', 'hay', 'barn', 'oxcart', 'Arabian camel, dromedary, Camelus dromedarius']
82926_submitter_file2__Screenshot20170401210300.jpg	['notebook, notebook computer', 'laptop, laptop computer', 'envelope', 'binder, ring-binder']
83010_submitter_file1__IMG0284.PNG	['web site, website, internet site, site']
86274_submitter_file1__0826171359e.jpg	['pole', 'yawl', 'trimaran', 'flagpole, flagstaff']
77958_submitter_file1__20160727153509.jpg	['obelisk', 'church, church building', 'rapeseed', 'beacon, lighthouse, beacon light, pharos', 'barn']
82727_submitter_file2__P1010141.JPG	['parachute, chute', 'warplane, military plane', 'geyser', 'airship, dirigible', 'missile']
79904_submitter_file3__NTeuB24.jpg	['jersey, T-shirt, tee shirt', 'racket, racquet', 'book jacket, dust cover, dust jacket, dust wrapper', 'envelope', 'tennis ball']
81855_submitter_file6__20170129164546.jpg	['promontory, headland, head, foreland', 'pier', 'suspension bridge']
85195_submitter_file1__UFOsighting20170713.jpg	['space shuttle', 'volcano', 'cinema, movie theater, movie theatre, movie house, picture palace', "jack-o'-lantern", 'spotlight, spot']
84991_submitter_file8__Indentationonleftinnerleg3.jpg	['paper towel', 'scorpion', 'tick', 'nematode, nematode worm, roundworm', 'switch, electric switch, electrical switch']
83233_submitter_file1__IMG3092.JPG	['breakwater, groin, groyne, mole, bulwark, seawall, jetty', 'monitor', 'seashore, coast, seacoast, sea-coast', 'airship, dirigible', 'lakeside, lakeshore']
75934_submitter_file1__image.jpeg	['palace', 'church, church building']
79919_submitter_file1__1.JPG	['parachute, chute', 'vulture', 'kite', 'airship, dirigible', 'flagpole, flagstaff']
86948_submitter_file1__IMG0399.JPG	['fire engine, fire truck', 'garbage truck, dustcart', 'traffic light, traffic signal, stoplight', 'tow truck, tow car, wrecker', 'snowplow, snowplough']
74658_submitter_file1__shieldsufo20160220151645.jpg	[]
83134_submitter_file4__20170408161619.jpg	['geyser', 'fountain']
83459_submitter_file2__2.AmazingDaytimeGlowingSaucerContrastAdjust.jpg	['parachute, chute', 'hammerhead, hammerhead shark', 'warplane, military plane', 'wing', 'great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias']
89377_submitter_file1__Sat06January2018111213AM.JPG	['hay', 'boathouse', 'church, church building', 'thatch, thatched roof', 'barn']
79987_submitter_file2__P1020785.JPG	['obelisk', 'balloon', 'lakeside, lakeshore', 'water tower', 'flagpole, flagstaff']
84306_submitter_file2__IMG7733.JPG	['parachute, chute', 'hay', 'flagpole, flagstaff', 'rapeseed', 'beacon, lighthouse, beacon light, pharos']
87607_submitter_file1__ycelerdin99.jpg	['pole', 'flagpole, flagstaff', 'ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin', 'solar dish, solar collector, solar furnace', 'beacon, lighthouse, beacon light, pharos']
86880_submitter_file1__21sep2017453pm.png	['boathouse', 'valley, vale', 'canoe', 'maze, labyrinth', 'lakeside, lakeshore']
83254_submitter_file2__StarLikeObjectPhotograph2.JPG	['nematode, nematode worm, roundworm', 'traffic light, traffic signal, stoplight', 'torch', "jack-o'-lantern", 'spotlight, spot']
